id,puzzle,solution
242,942008516000400009016590340070603054060900020000025903520036498000207130130050070,942378516753461289816592347279613854365984721481725963527136498698247135134859672
243,700430062300910400102070300800060000001200879500890006030009601000306050680741003,798435162356912487142678395829167534461253879573894216237589641914326758685741923
244,678453129124986300093100604982005060436298501015634298860541932209067815301809006,678453129124986357593172684982715463436298571715634298867541932249367815351829746
245,090001208000083090873200000060957124500010076007802009936000042000030901054609700,695741238241583697873296415368957124529314876417862359936178542782435961154629783
246,009050067560000000100070000300098600002037850800100470950040030230710040000025198,489251367567983214123674985374598621612437859895162473951846732238719546746325198
247,010070030050260170070030504040003600060000000001657243000008000026000000037900012,218574936453269178679831524742183659365492781981657243194728365826315497537946812
248,100020840024000605860947301600000508083700200000000073407802000050170082208650739,139526847724381695865947321672493518983715264541268973497832156356179482218654739
249,000200530100403000000198002283009407601742900049305026038920015576031004002504000,894276531127453869365198742283619457651742983749385126438927615576831294912564378
250,570036400864005317000084265001657020003842100620019080215470609006203000000501700,572136498864925317139784265481657923953842176627319584215478639746293851398561742
251,523040006000000500001380090409600005086001070007400300002050000935070040000203057,523149786894762513761385294419637825386521479257498361172954638935876142648213957
252,643700000920053000000862000000124500000680421000300670130000905000901000892076140,643719852928453716571862394786124539359687421214395678137248965465931287892576143
253,003400001049006000000310007095200610001004875000570092010005400980040050504060128,273489561149756283856312947795238614321694875468571392617825439982143756534967128
254,092065708108032900000789102040890321029500684060020500680900273017000860003608419,492165738178432956536789142745896321329517684861324597684951273917243865253678419
255,025004960100807300700050800572000186030028059980605003200003490008000670000200000,825314967149867325763952814572439186634128759981675243256783491398541672417296538
256,030080046500320090980706000000800907010259000000037010076593280091642003325078000,132985746567324198984716325243861957718259634659437812476593281891642573325178469
257,140906730030407809780005060016704028908250006000610073061079054093060207857342000,142986735635427819789135462316794528978253146524618973261879354493561287857342691
258,024709000000020070170580000019008007700900450400100000890050004200000309000097860,624719583985423176173586942519648237768932451432175698896351724257864319341297865
259,000000000027003600065017009000790406076000090209806100092580361180029750650000902,931268547427953618865417239318795426576142893249836175792584361183629754654371982
260,000000001100009640006300059000030720800067004000091006060170003700953460394600070,925746381138529647476318259619435728853267914247891536562174893781953462394682175
261,250180004401006200060300800006940500005617002927000400002001349300400000004090000,253189674481756293769324815136942587845617932927538461572861349398475126614293758
262,925040307006037895378015400007109003203874900091000700810093500600080000709000240,925648317146237895378915462487159623263874951591326784812493576654782139739561248
263,019542738035000042200800015156034007328760490907028063060401300793286150480359270,619542738835617942274893615156934827328765491947128563562471389793286154481359276
264,204069158000000060006035000002146030500007692083002014000093071317608049000000386,234769158758214963196835427972146835541387692683952714865493271317628549429571386
265,009800072104537860875029340238940006010075080540268190701052000053000907682790415,369814572124537869875629341238941756916375284547268193791452638453186927682793415
266,060001327700980006120000809401800000070000900850079001000005090000600400010200070,968541327743982156125367849491823765372156984856479231284715693537698412619234578
267,003850000000010020004609800316584000900230406005970381060390107030140068080002509,623857914897413625154629873316584792978231456245976381562398147739145268481762539
268,800000450400079100000080306090100068020908710100062000002090071547001600006530804,839216457465379182271485396794153268623948715158762943382694571547821639916537824
269,000019628000503000907806530002070840408000703761384295039400102075130089210608057,543719628186523974927846531352971846498265713761384295839457162675132489214698357
270,700048109020050006104600382000925004075163900090004001008036000000510060602709400,763248159829351746154697382381925674475163928296874531518436297947512863632789415
271,107648920500720601209001080780050340094872500651493870405080063813200490076000258,137648925548729631269531784782156349394872516651493872425987163813265497976314258
272,400902610201786304806001007312094075584103269967250431140027006608019740009465080,475932618291786354836541927312694875584173269967258431143827596658319742729465183
273,590020018038004002620080043800002479000090036100003025045060387306900050017800604,594326718738154962621789543853612479472598136169473825945261387386947251217835694
274,030000850401070690206081040070006030860003109040010760000809000000167003000400070,739624851481375692256981347172596438865743129943218765627839514594167283318452976
275,427916000591023000368007129905700832083094700710380940134009050209100060006402000,427916583591823674368547129945761832683294715712385946134679258259138467876452391
276,357200060600003921010040037009030050005000100004580372080002790091300000073968400,357291864648753921912846537729134658835627149164589372586412793491375286273968415
277,000008063803400017710000008509000300020730090360800001030080046400007032002001700,245178963893426517716593428579612384128734695364859271937285146451967832682341759
278,600807040028000007009003020930100006004280000000070204040968530050002079200050000,615827943328594617479613825932145786764289351581376294147968532856432179293751468
279,300400267700130490480200051000067002208000700105824000013008024507042013800350009,351489267726135498489276351934567182268913745175824936613798524597642813842351679
280,000050681000478000800602794080567000026000057004001900370900100090740820000120000,247359681619478235835612794983567412126894357754231968372985146591746823468123579
281,072039060003740091900006003200900000000450032030080010005000026400500000310600040,172839465683745291954126783241963857768451932539287614895374126426518379317692548
282,000800601000700085200000007027640038019500702804127056070200019450908263900001070,743895621196732485285416397527649138619583742834127956378264519451978263962351874
283,645092370072400600009700002000009200700000080261500009050240006026810450407965823,645192378172438695839756142584379261793621584261584739358247916926813457417965823
284,089002300500600079042009650070001460205400000400758902008347006000010020057206804,689572341531684279742139658873921465295463187416758932128347596964815723357296814
285,418096305000103689060500710031050042800000000200061590053489061020070930900010007,418796325572143689369528714631957842895234176247861593753489261124675938986312457
286,004260000100000720600381050008613240001854090300002010000028070072006509039000062,954267831183549726627381954798613245261854397345792618516928473472136589839475162
287,092406010037005864000138920384519200000642009000783100900800452600090030700004600,892476513137925864456138927384519276571642389269783145913867452645291738728354691
288,015300824800050076270068500056010080020080000398000051960870435147530098083249107,615397824834152976279468513456913782721685349398724651962871435147536298583249167
289,920605400004270036030900000079312548345700010010060097061000750407150800503027009,928635471154278936736941285679312548345789612812564397261893754497156823583427169
290,092416037008000000460708000641002308000380061007640029000000106000130902124800703,592416837718523694463798215641952378259387461387641529935274186876135942124869753
291,000170000105300042080040005591807300067000008002000500040000050013058070008601400,624175983175389642389246715591867324467532198832914567246793851913458276758621439
292,004678913300401800010200504000920050002085009000306087290800030073042600400190720,524678913369451872718239564187924356632785149945316287291867435873542691456193728
293,024058100500091063030060050043075090010006400706000080000013706000209000001087000,624358179578491263139762854243875691815936427796124385982513746367249518451687932
294,402970003008400702317285900194620357030750000200109040001007025040802679020540038,462971583958463712317285964194628357836754291275139846681397425543812679729546138
295,000845020090607001507090030805001000000500002071906305750204060108069000600350070,316845729492637581587192436835421697964573812271986345753214968148769253629358174
296,361700000000000009020508003010000000800040301500130002170486230400003070000070940,361729584758314629924568713213895467897642351546137892179486235482953176635271948
297,379502610000310002100960500000008045801405200024639178480201367937800400000000050,379582614658314792142967583763128945891475236524639178485291367937856421216743859
298,006700030005002904400850006000000408000084051000000700060238540753401860248005000,816749235375162984492853176631527498927384651584916723169238547753491862248675319
299,200060004601900005800014030520681003000090050000050402910000020030009071002136509,273865914641973285859214637524681793367492158198357462915748326436529871782136549
300,153872406000000300920106750039600000206084007407010009800003612092000000041068070,153872496768549321924136758539627184216984537487315269875493612692751843341268975
301,045700923300560008007003005062370504050004602000020839000010300090430206000256491,645781923319562748287943165962378514853194672174625839426819357591437286738256491
302,503100040600009153070300060907000402085023070030700895068000500050008007009001306,593162748642879153871345269917586432485923671236714895368297514154638927729451386
303,003200040015704628028090070846071352007040800001002490102050000539100700060080200,673218549915734628428695173846971352297543861351862497182457936539126784764389215
304,001640293092381006603720184000802071005107049078050030019070325007500908036298407,781645293492381756653729184964832571325167849178954632819476325247513968536298417
305,010005060956000473020073051000030607042800010800010004135702006000081040000009130,317495268956128473428673951591234687642857319873916524135742896269381745784569132
306,802056300105237006000009000784090500500300800203400971900060103300708600426913000,842156397195237486637849215784691532519372864263485971978564123351728649426913758
307,641020790000004201920870040009065007070040003000080910150900006004257180007010000,641523798785694231923871645419365827278149563536782914152938476364257189897416352
308,000030000500610940361000080038901000009570308010000069006153094073046850154000000,497835126582617943361429587238961475649572318715384269826153794973246851154798632
309,007029000002400680400005792289000004305208976700004800094050007500300409020040010,167829345952473681438165792289736154345218976716594823894651237571382469623947518
310,298510470370824006065030802000600051500180007719452060000205600052040080004008020,298516473371824596465937812843679251526183947719452368187295634652341789934768125
311,068009300401625000790034010050000287020783460804562031600058000900410620200396108,568179342431625879792834516356941287129783465874562931613258794985417623247396158
312,040009300520800070060000041900021608006408000008900130090680510385102700000593082,841769325523814976769235841974321658136458297258976134492687513385142769617593482
313,060500370592470001000860005230040790086050104100298030059702003070035802008000057,864521379592473681713869245235146798986357124147298536659782413471935862328614957
314,708500436640107000000403000206000100001304690000608350507230940000709060000000000,718592436643187529925463871236975184851324697479618352567231948184759263392846715
315,070024800900000706000006020540001200230067004060003070701000652602005007000070001,376924815925318746814756329547891263238567194169243578781439652692185437453672981
316,089726040052900761076351829024100003001840276005290000610000080240000050090408600,189726345352984761476351829824167593931845276765293418613572984248639157597418632
317,006010800001087594740359100067908305020700019050123687014002008975830046082470050,596214873231687594748359162167948325823765419459123687614592738975831246382476951
318,350107002708206591129000000610000800532789060984001053400970018871002930293015047,356197482748236591129548376617354829532789164984621753465973218871462935293815647
319,068092030902510008050003001290075480040261079003008150007806913500430827089127645,168792534932514768754683291291375486845261379673948152427856913516439827389127645
320,430819765706050298805006034049130856570028009068905370350792001607581943900003020,432819765716354298895276134249137856573628419168945372354792681627581943981463527
321,370609000001000005004320090000000020007213009208400056106030000825070960090080400,372659184961748235584321697439865721657213849218497356146932578825174963793586412
322,000360008009000500637805029324107906008402050175690040703906005090500007510023094,251369478489271563637845129324157986968432751175698342743986215892514637516723894
323,000109040050200010107004006812040070705000081040070250900000060470090000506703800,268139745354267918197584326812345679735926481649871253983452167471698532526713894
324,806040000090315000170809400018527064002094008000600010000970000020400091061050003,836742159294315687175869432318527964652194378749683215483971526527436891961258743
325,400057306105000008093001002200600005500008004000045201051892600000076859906530020,428957316175263498693481572234619785517328964869745231751892643342176859986534127
326,070289035060010902000700001090605700752004096048007500024008317087300260000970058,471289635865413972239756841193625784752834196648197523924568317587341269316972458
327,005631024309580010601002000963050002000907538000200060580320040492076800007000200,875631924329584617641792385963458172214967538758213469586329741492176853137845296
328,001700600700905084003001700514070263308106459020300001087543006000098047400607300,941782635762935184853461792514879263378126459629354871287543916136298547495617328
329,000701293001000704060920508030100620000200801810476000006390000004812050020047000,548761293291583764763924518439158627657239841812476935186395472974812356325647189
330,702000618080100053006075000430000805800400030620300147508791300007004080090508001,752943618984126753316875294439617825871452936625389147548791362167234589293568471
331,008640705000010000017058463490706038003500604700830020602100007175000092389205106,938642715564317289217958463491726538823591674756834921642189357175463892389275146
332,000060700090427863870009124008000200000078005350000008180690042640002300239745680,423861759591427863876539124718954236962378415354216978187693542645182397239745681
333,640900200907020040300008091270489160490765020050002000080006430060030000034007089,648971253917523846325648791273489165491765328856312974582196437769834512134257689
334,564000280308000961290060040000009000100043000006200007000000150003400806805016004,564791283378524961291368745452179638187643529936285417649837152713452896825916374
335,009706028870102094462050001700398200290514800000007410083620147650900000000480056,319746528875132694462859731741398265296514873538267419983625147654971382127483956
336,540800176700000000391000008200000607830401520600027000400000005968704300005093864,542839176786142953391576248214985637837461529659327481423618795968754312175293864
337,080300200007002405620045000705039840013058002800401050000780904900100578000504003,584317269137962485629845137765239841413658792892471356351786924946123578278594613
338,000070080100208907007093254400780390930524076276319840090807003083601000014030568,329475681145268937867193254451786392938524176276319845692857413583641729714932568
339,600809720097402610310500000080001002130020004046003008001000480960000500000000000,654819723897432615312567849789641352135728964246953178521396487968274531473185296
340,500007300720060009000001056903200000080315007040679008800194675450700802007850400,561987324724563189398421756973248561286315947145679238832194675459736812617852493
341,070061000500030109304200070050800090000090000903057002401372680000000000807005004,279561348568734129314289576756823491182496753943157862491372685635948217827615934
342,100004000007000000050710280800057300201006009070020060910630070060400035000200046,128364597497582613653719284846957321231846759579123468914635872762498135385271946
343,920000413041007805005130000094006380032700040180090520008060090410000250070542108,927685413341927865865134972794256381532718649186493527258361794413879256679542138
344,100320640406080007395400010902145070043297001700000409217900583009002060560000090,178329645426581937395476218982145376643297851751638429217964583839752164564813792
345,394002501600050702007360800400005600056800000000600100002070006060009004803006950,394782561681954732527361849439215678156897423278643195942578316765139284813426957
346,840509300201803090030047058000200000710056029020090005083000002002605003405730001,847529316251863497936147258569278134714356829328491765683914572172685943495732681
347,000915008043800700000000021069003000300590267500706080206000010091600000030028070,627915438143862795958374621769283154384591267512746389276459813891637542435128976
348,070008103018400070000000829905060001704301005820900000500679010100800004300040960,679528143218493576453716829935267481764381295821954637542679318196832754387145962
349,000410980000097004006030100100084000800753419094162850605300040201608097070501360,327416985518297634946835172153984726862753419794162853685379241231648597479521368
350,509082010328500070004907008000020080042000100853000064010060030407000651900700042,579682413328541976164937528791426385642358197853179264215864739487293651936715842
351,000060000000059000600043705906074001172090408305001000703480029008007603504000017,451768392837259164629143785986374251172695438345821976713486529298517643564932817
352,300871050500900080701050000900000600172000800008130005019327000603000209240605308,396871452524963187781254936935782641172546893468139725819327564653418279247695318
353,079300568600000230380405100061900380004518020008230071026854010000690840840070950,479321568615789234382465197261947385734518629598236471926854713157693842843172956
354,010304200700000010402608037000030060060900100008126000150000000000000700000590381,815374296736259814492618537921837465367945128548126973159783642283461759674592381
355,000670583360500001007000060006810329250963074193720006700006200030050007801030095,914672583362589741587341962476815329258963174193724856745196238639258417821437695
356,001050070359720100008030029040395002530846000080070030000510060215007300670080201,421659873359728146768134529147395682532846917986271435893512764215467398674983251
357,072180300310700090496023100720400018040002750000900000100200670867051020000040031,572189364318764592496523187725436918943812756681975243134298675867351429259647831
358,009035001070140200001900375080000516010402930000051020708204690600070102090000008,829735461375146289461928375284397516516482937937651824758214693643879152192563748
359,004895030820017000500600081701062000009078060208004010086009000070580300905246070,614895732823417659597623481751962843349178265268354917186739524472581396935246178
360,000700349000005100000843600030070900204938000090201504005306000370000060600150800,568712349423695187719843652136574928254938716897261534985326471371489265642157893
361,004002000630190400070040301800000643063009105700463008000000807500610200280374090,154832769638197452972546381829751643463289175715463928346925817597618234281374596
362,007200604350070012042806007403500081508090043010040765730900000820003100691000508,187235694356479812942816357473562981568197243219348765735981426824653179691724538
363,307000900900040800000609000800401090063708400700200000240000570009012046000004129,387125964926347815415689237852461793163798452794253681241936578579812346638574129
364,250700000006412805074000000500320704602040053003150000020600901967800542000000600,258763419396412875174589326519328764682947153743156298825674931967831542431295687
365,089506000021408000000190047037805090000009030012060500058947263000201409200603010,489576321721438956563192847637825194845719632912364578158947263376251489294683715
366,001006300004001000890000150020000708000075900000189002080902005030600080045300270,751896324264531897893724156529463718418275963376189542187942635932657481645318279
367,402780906086000307050003401000074000704002000093650004800300200001820700600540010,432781956186495327957263481518974632764132598293658174875316249341829765629547813
368,200000000010047000000258017009501008853000100400386700385170000000002390002000000,276913584518647923934258617769521438853794162421386759385179246147862395692435871
369,070061300140307926623050170950843702467020830238076400596710243084030591312094687,879261354145387926623459178951843762467125839238976415596718243784632591312594687
370,940010000508030070003056008460083700030002906070005083200300860000567009090800501,946718352518239674723456198462983715835172946179645283254391867381567429697824531
371,070010008000060790800000002014000000620708100900100326000400051090630074008207009,372914568451862793869573412514326987623798145987145326736489251295631874148257639
372,501020047207090000934006285000001000600200030008903720000002098020000003803400052,561328947287594316934176285342781569679245831158963724715632498426859173893417652
373,080030517007140900316907280740563890900824060600090000004286000002300140500019028,489632517257148936316957284741563892935824761628791453194286375862375149573419628
374,900740523050003419400920070394267105010008090072019060589372640020004908143006250,968741523257683419431925876394267185615438792872519364589372641726154938143896257
375,570000100080070925020051687800306001604100300130040296960702040043508019710004862,576289134481673925329451687852396471694127358137845296968712543243568719715934862
376,098705000425001800176200500053000700200908365609300280980000031030020000560800402,398745126425631897176289543853462719247918365619357284982574631734126958561893472
377,000204698006000014000105302010780000000650080509401700004912003901000427020000060,135274698276398514498165372612783945347659281589421736764912853951836427823547169
378,639007140080904576050602908010496780546378000090050060900160807075040600000020390,639587142182934576457612938213496785546378219798251463924163857375849621861725394
379,682000713450107800100600040804076000000018300009050068705200901000060452240000037,682549713453127896197683245814376529526918374379452168765234981938761452241895637
380,270000040098405620640382000007009000900704002520600070409130207706090500812047306,275961843398475621641382759167829435983754162524613978459136287736298514812547396
381,601050300458000006200700008020010000030504060004009102040297001010305040060080703,671958324458132976293746518726813495139524867584679132345297681817365249962481753
382,030049602019780354864352719007804920480907531903501400601000003048610090302498105,735149682219786354864352719157834926486927531923561478691275843548613297372498165
383,952037084376010529140529673620800000094063000513000068700050006200381040080706205,952637184376418529148529673627845391894163752513972468739254816265381947481796235
384,020800905500001078000040000090480017650009082007002000000090003000354001043210000,421867935536921478978543126392485617654179382817632594165798243289354761743216859
385,090058201170029080408031659504000096230590000916800532709100820000270905060005047,693458271175629384428731659584312796237596418916847532759164823841273965362985147
386,806004300520083007030720800905300700060278054087405013700001080608930000000860000,876154392529683147134729865945316728361278954287495613793541286658932471412867539
387,002070003087032040603009701701200890809741350005960170120804000594010268008026410,412675983987132645653489721741253896869741352235968174126894537594317268378526419
388,800450006964183072125000803000007000073610009480329600306870294009264380240901765,837452916964183572125796843692547138573618429481329657316875294759264381248931765
389,020081000805040300006750400700064050000905000560873004900010208017030640680490170,429381567875246391136759482792164853348925716561873924954617238217538649683492175
390,400609702790403010005172090106200003020030060040006527250008001061347008000021976,413659782792483615685172394176295843528734169349816527257968431961347258834521976
391,090035001356000020800267059013008500689050000000010080000324005000081006235906418,792835641356149827841267359413798562689452173527613984168324795974581236235976418
392,040000200800000060051872094004780526206430000570620408020008009460090152005216040,947163285832954761651872394314789526286435917579621438123548679468397152795216843
393,020090073678030090901270008059004207142769380080050410093006700504020036000010950,425698173678431592931275648359184267142769385786352419893546721514927836267813954
394,650387000780041530010600080290800347507000008840000020030790162000004053008060070,654387291782941536319625784291856347567432918843179625435798162976214853128563479
395,045830006602070304800240175463098050051300008080150639070003090024000060006020000,745831926612579384839246175463798251951362748287154639578613492124987563396425817
396,004100058051463007709805130420010700080500001615708490100009206076280549590074800,234197658851463927769825134423916785987542361615738492148359276376281549592674813
397,004000703301006009708314650800140265045080371100700040987001520420859100013007894,264598713351276489798314652879143265645982371132765948987431526426859137513627894
398,000002000438710056079050304943607105500080007781005630800194703390500001060073098,615432879438719256279856314943627185526381947781945632852194763397568421164273598
399,073400900000003200081900604060004000720096100509700068897001000006200309432060000,673428915945613287281975634368154792724896153519732468897341526156287349432569871
400,000908035090042806056030000900610207003820469602050381004395700709086510005074090,427968135391542876856731942948613257513827469672459381164395728739286514285174693
401,004790023900050007006348010079804250012000000005162700537029106468503070000600045,154796823983251467726348519679834251812975634345162798537429186468513972291687345
402,804200065126000007593060410039150200450970601618402000061023740085794000207601950,874219365126345897593867412739156284452978631618432579961523748385794126247681953
403,000090050900762134321458697000201780200637900170905426037019800006020300012006040,764193258985762134321458697659241783248637915173985426437519862596824371812376549
404,200000345050349162040001900000103000020560009500007000080402090164935720030080010,219678345857349162643251987478193256321564879596827431785412693164935728932786514
405,000400953060000008095003620089006010100008090000900200906074500801005009043690070,718462953362759148495183627289536714157248396634917285926874531871325469543691872
406,030070068280010004416938205002345016061709003004000020143802057679100482508497030,935274168287516394416938275792345816861729543354681729143862957679153482528497631
407,603000000040053090000000063430061070890035006156700000000306080970000630000207500,623879451741653298589124763432961875897435126156782349215346987974518632368297514
408,400780060900000000070060004304000800089006310200053009648005007102000038000100040,425781963963542781871369254354917826789426315216853479648235197192674538537198642
409,410583029370000804000017060802000403004002057150004000000090000009040501003070906,416583729375629814298417365862751493934862157157934682641395278789246531523178946
410,907108030000004095080960074025000480096010052704280961378540600001390540059826000,947158236612734895583962174125679483896413752734285961378541629261397548459826317
411,476190200003020150000000076024080007060904032000760409609430701080279605700010000,476195283893627154215843976924381567167954832538762419659438721381279645742516398
412,904057068000000200237100495500803000160005840708910002006001004070002003309600150,914257368685439271237168495592843716163725849748916532856371924471592683329684157
413,034000008001060030800000062050043006086000203309000700000170000500609814013052090,634925178271468539895317462152743986786591243349286751968174325527639814413852697
414,000070000000940785001008462092614000015700040430580107058060070000127804007800013,584276391623941785971358462792614538815732946436589127158463279369127854247895613
415,000009845258607931034800020090562004467391050002700069000920010000000000020058097,176239845258647931934815726893562174467391258512784369785926413649173582321458697
416,800200900000300182005980406060000004000604209410730005040093000086027501000108040,871246953694375182235981476963852714758614239412739865147593628386427591529168347
417,084200000695800302301004809000040005900306127007028090850917230009405060403682051,784293516695871342321564879132749685948356127567128493856917234219435768473682951
418,002100487100040609640020351201400876008201000009050142900005714000610930300094060,592163487183547629647928351251439876468271593739856142926385714874612935315794268
419,001007000006059003000401007700905010002170300010364090000000030153042976020700005,341687529876259143295431867734925618962178354518364792487596231153842976629713485
420,652084010083200704147690802506030200730900005009000680200806900064170020090020000,652784319983251764147693852516438297738962145429517683275846931364179528891325476
421,801060002400830009030024618010300005040105786058402301026019000974000063185040907,891567432462831579537924618719386245243195786658472391326719854974258163185643927
422,000003010040619532030054080060030700080000040050400000893140200000768300600000001,526873419748619532931254687469531728387926145152487963893145276215768394674392851
423,070953268020080507850020093080517906060000300400200085012060039000000050040370620,174953268329684517856721493283517946561849372497236185712465839638192754945378621
424,000000876070301905000070012705400083900106507003007190050769430807514200000000701,321945876678321945549678312715492683984136527263857194152769438837514269496283751
425,470910000000000610600083070040090300500007900968300005100050007004030156050140230,475916823382574619619283574247895361531467982968321745123658497894732156756149238
426,315092000894703601726140900409010000501280034270060010003825006007436892082971045,315692487894753621726148953439517268561289734278364519943825176157436892682971345
427,006085000070400008480690102061504023002001005009000006308042561057830240600150037,916285374275413698483697152861574923732961485549328716398742561157836249624159837
428,701860030930721080608000010002608007500210000810357900207000400000905001169402800,721864539935721684648593712392648157576219348814357926257186493483975261169432875
429,706390050102000069005020401004050000081047603000019000000008000000502900008034102,746391258132485769895726431924653817581247693367819524279168345413572986658934172
430,201000400400020817890400260000002080005080039080397150008200070700906008900075306,251768493436529817897431265379152684125684739684397152568243971743916528912875346
431,090007560060090000203650010036740090004005780000001000700000050080500400000018900,498127563165893274273654819836742195914365782527981346741239658389576421652418937
432,000107008058496000400030020006280100000000902800009060607900030000040290982070500,369127458258496713471835629596283174713564982824719365647952831135648297982371546
433,000000580903000170008020006060907253280053741307000860130405008706809000800036000,674391582923568174518724936461987253289653741357142869132475698746819325895236417
434,080000460004001500075304820000007090000000040000098135430975210002106984090042307,281759463364281579975364821843517692519623748627498135438975216752136984196842357
435,400005000975600238028030000389267105067500092054391687040000003031082006506400800,413825769975614238628739514389267145167548392254391687842156973731982456596473821
436,539146002407002000200005694370094056004513089095007430102000007000200960056400100,539146872467982315218735694371894256624513789895627431182369547743251968956478123
437,004060089100400000600058400900510060060030108300840597030085004001200006000004023,574361289183429675629758431948517362765932148312846597237685914491273856856194723
438,005620000000307100407800205102506804000000050009000001001260900768149502903780016,815624379296357148437891265172536894684912753359478621541263987768149532923785416
439,150000007276010080000050231090070062000900710607400508439580106501230000702641009,153892647276314985948756231395178462824965713617423598439587126561239874782641359
440,000490236013000040040850091004007900290000300060029100701030000500000687006900010,875491236913762845642853791154387962297146358368529174781635429539214687426978513
441,056209810090000600708016009507090302000060490009003008010985074270100086984672135,356249817491758623728316549547891362832567491169423758613985274275134986984672135
442,900000600216900030845000109764803012320005940589020367192030400057210003638049271,973152684216984735845367129764893512321675948589421367192738456457216893638549271
443,043600780100900420090000005010060048500000002628304090400100903309005014050093067,243651789185937426796248135917562348534819672628374591472186953369725814851493267
444,109500073050070406000234000005020340830000000900460000510300004200047568078000000,149586273352971486687234915765829341834715692921463857516398724293147568478652139
445,035421090790030000012090503970000005000056982008003167207100000000085000350000006,635421798794538621812697543976812435143756982528943167287169354461385279359274816
446,094500817000007006020103590008004965007090400640015080002800000003050000871030000,394526817185947236726183594218374965537698421649215783452861379963752148871439652
447,600082190080091200000354086060005439029067518008903007006178950174009860000246001,643782195587691243912354786761825439329467518458913627236178954174539862895246371
448,700000923030050000961000458008507006000084300420600000600001002009825070002060100,785146923234958761961372458198537246576284319423619587657491832319825674842763195
449,050273601060010900001650300706821050042900006500064190204086010018097030900142800,859273641367418925421659378796821453142935786583764192274386519618597234935142867
450,268007091400060305000000000004500000057000604629400500132700056000630270000020043,268357491471269385593814762314576829857192634629483517132748956945631278786925143
451,852003006001809502030705108905318000010000900087954361304000020008206410100007809,852143796741869532639725148965318274413672985287954361394581627578296413126437859
452,001000970072491003000703082020080010906000500305200000000906701760032840143070009,531628974872491653694753182427589316986314527315267498258946731769132845143875269
453,020310065100270004500060201810007000060000000309650048490003706052089000000540000,927314865186275394543968271815437629264891537379652148498123756652789413731546982
454,006008370200300640407005108725089403840020090600100200972510804308000701060037952,516248379289371645437965128725689413841723596693154287972516834358492761164837952
455,500092007070040980049000321003807062065004000000000000200506103701429850006130200,518392647372641985649785321193857462865214739427963518284576193731429856956138274
456,302645109461207000507000042000060018006071053020300700210080536070000001008006000,382645179461297385597813642735462918846971253129358764214789536673524891958136427
457,031800050006000230920700460600200009017006305300007006000008000060000080005100693,431862957576419238928753461654231879817946325392587146743698512169325784285174693
458,674090300391000002000070600020700904710420036406089027057802060060900150000536200,674291385391658742582374691825763914719425836436189527957812463263947158148536279
459,264790000890001205000000706178920063005000900000570104000087600730400801086100402,264795318897631245513842796178924563645318927329576184451287639732469851986153472
460,008590000920060730005002690080200907040900180190780504002605019704300000050410002,368597241921864735475132698583241967247956183196783524832675419714329856659418372
461,250843000003000000407000506794000605030590840005064793100000004340009050000031069,256843971913756428487912536794328615631597842825164793169275384342689157578431269
462,201000000035027104007000280090000001402680095100900846310006052764035018009400637,281364579935827164647159283896543721472681395153972846318796452764235918529418637
463,000047081008390502305080000000000059580200010000050738803000026601409003900806100,296547381478391562315682497734168259589273614162954738843715926651429873927836145
464,000096502923080001006000000607830000000020010000407800062000005498003100370260409,781396542923584671546172398617839254834625917259417863162948735498753126375261489
465,008040059006500073000003046259000000400007092700109465930001020002935614005400008,328746159146598273597213846259364781461857392783129465934681527872935614615472938
466,409805100073100690501709348100083907280000006906050081704000810002398000308400200,469835172873142695521769348145683927287914536936257481794526813612398754358471269
467,000290060060013400924050800097000042806000703000070185302001000601300004050702318,138294567765813429924657831597138642816425793243976185382541976671389254459762318
468,000008005060501290502900368000705600003000900279000050720306800908000540106800032,394268175867531294512974368481795623653412987279683451725346819938127546146859732
469,002350000008100360000908010000062400009014056050700080024005008007003600600280570,712356849948127365365948217871562493239814756456739182124675938587493621693281574
470,000740000003002080600100009170024950000030001035090078000018000389406210540270000,958743162413962785627185349176824953894537621235691478762318594389456217541279836
471,030000070078000600124705000300008197900073060700591000050040086403859720007000053,639184275578932614124765839345628197912473568786591342251347986463859721897216453
472,200030000059000610001508209092650000463012097010790062085100320907020851124085000,246931785859247613371568249792654138463812597518793462685179324937426851124385976
473,890630000037015400005080306324097860176803004589061230240976508750140693900308742,892634175637215489415789326324597861176823954589461237243976518758142693961358742
474,001005600000200800080000492002500001638000507507603048924000000056040730003869250,241985673769234815385716492492578361638491527517623948924357186856142739173869254
475,039001400180002309264009170047030010000054000000007904478210090006700001091006007,739561428185472369264389175947638512812954736653127984478215693526793841391846257
476,903082050007930080008705930206490003090000007580320496035070060769800200002569000,913682754457931682628745931276498513394156827581327496835274169769813245142569378
477,104087000290360547070094000720809005965073480483605791600058239052036170300710650,134587926298361547576294813721849365965173482483625791617458239852936174349712658
478,000480005000070100340691008930060400762500081450219037674008003003054270009030810,197482365286375149345691728931867452762543981458219637674128593813954276529736814
479,050067891930802457700400230003700012000000370200000068614200705070184009029670040,452367891936812457781459236563748912198526374247931568614293785375184629829675143
480,942310065613005040758409132120530600560092317387040259000054076875100403006783021,942318765613275948758469132129537684564892317387641259231954876875126493496783521
481,000100905340890200009060047030000000986203450750000308018700560694000000070002089,867124935345897216129365847431958672986273451752416398218739564694581723573642189
482,003065700600000023500203490000050072004020000800000001200006000040500060060070905,423965718691847523587213496936154872714628359852739641275396184349581267168472935
